hgnc_symbol	entrezgene_id	meanlogFC
PRDX6	9588	0.4430225680325144
PDLIM4	8572	0.44233197687858894
IFI16	3428	0.4419787892559288
TAGAP	117289	0.44062417286572186
PTX3	5806	0.44006396460330466
SCRG1	11341	0.438505103201269
NNMT	4837	0.4368345517932908
AKR1C3	8644	0.43598387201846567
IL6R	3570	0.4353286856957679
SQOR	58472	0.43336523218823464
TGFBR3	7049	0.4328441654625981
SMCO4	56935	0.4326755908200113
TNFRSF1B	7133	0.43187736316575087
CHRNA1	1134	0.4310170977043626
LCP1	3936	0.43101214375787
TJP2	9414	0.43062008195847
HLA-E	3133	0.43053077009637786
PFKFB3	5209	0.42969179854581263
LST1	7940	0.4276986663909059
TLR1	7096	0.42504760897260274
ID1	3397	0.4230643101679723
SLC44A3	126969	0.42281924293129247
FAM107A	11170	0.42237963481057683
DTNA	1837	0.42161518194305625
ITGA7	3679	0.4215966422539319
NPL	80896	0.4214138125835798
FGR	2268	0.420458384886492
IL17RB	55540	0.42020854463378443
ACSS3	79611	0.4190685106040739
B3GAT2	135152	0.4178770155946756
CDKN1A	1026	0.41662594863939617
ICAM2	3384	0.41594477432528976
LHX2	9355	0.41478511369303206
P2RY13	53829	0.4131711633190571
SCGN	10590	0.41181901879975147
IFITM1	8519	0.4116559183252928
P2RY12	64805	0.41135888774853235
SFN	2810	0.4112079676699363
IL1B	3553	0.40983244559772736
C5AR1	728	0.40911179291446853
BLNK	29760	0.40905657799410866
KCNN3	3782	0.4077320523594925
TNFRSF1A	7132	0.4075177531868235
PDPN	10630	0.4067601749893317
SIRPB2	284759	0.40627245028975123
CCK	885	0.40466135047555696
AK4	205	0.40451524340765754
SIGLEC10	89790	0.4045064111442409
SLC17A7	57030	0.40411901436366016
NIBAN1	116496	0.4040419005114799
CASP1	834	0.40328364408053297
RASD1	51655	0.40231224298782386
SERPINE1	5054	0.40221994795335103
VWF	7450	0.4021071926122204
LRRC2	79442	0.402011277298834
HSPA1A	3303	0.40178504910104706
PWWP3B	139221	0.4015947476726325
COL21A1	81578	0.3999067242292429
GNLY	10578	0.3988846498635632
RRAS	6237	0.3982893078728078
SLFN11	91607	0.3981857641006039
PALLD	23022	0.3980476195693545
SHISA6	388336	0.3969837130941958
SPX	80763	0.39557745167078595
TNFAIP8L2	79626	0.3945590954789866
TBXAS1	6916	0.3943306627885419
TIMP4	7079	0.3921135455699907
VCAM1	7412	0.39182924129898566
SLC11A1	6556	0.39125342494087745
CYP4F3	4051	0.3910313816236277
CMTM3	123920	0.3904859903426465
FYB1	2533	0.39026269334942176
CMTM7	112616	0.39025331085280257
SLC2A5	6518	0.3897486643361199
CHST6	4166	0.38938622014333335
HLA-B	3106	0.38936643401822213
LAT2	7462	0.3893488943403449
ARHGAP36	158763	0.3887783099661588
NPTXR	23467	0.38861293329179514
KCTD12	115207	0.3879199279866219
SERPINA5	5104	0.3868040886948938
IL17RA	23765	0.3861593239801224
ACSL5	51703	0.38605429315182604
GSTM5	2949	0.3852713356119306
PLP2	5355	0.3850899788046016
ACSM5	54988	0.38405562429923323
TNFRSF11B	4982	0.3840068654033115
COL6A3	1293	0.3833847829052597
IGFBP5	3488	0.3828208802592181
TGFB1	7040	0.3817441968721069
GPR88	54112	0.38154665967994195
JUN	3725	0.3814125742460366
TGIF1	7050	0.380692500823403
PLA2G7	7941	0.38052371319762424
CH25H	9023	0.37926294012811823
GIMAP6	474344	0.378728219768933
WWTR1	25937	0.3775904237714309
PLA2G4A	5321	0.3773287398243159
MSR1	4481	0.37515190934518117
HCST	10870	0.37484614038584585
COL4A2	1284	0.37463820803657333
GMFG	9535	0.373994759213339
RAB20	55647	0.3739645312331277
SLC4A7	9497	0.373353933062071
ACVR1	90	0.37329461101495554
ADGRL4	64123	0.3729622478987906
CSF3R	1441	0.3729384097333628
PHKG1	5260	0.37110847777197
GNA13	10672	0.3709455193395579
H1-4	3008	0.3707049974577772
LPL	4023	0.37019688185865096
DHRS9	10170	0.3691685523472916
CSRNP1	64651	0.36902664876737745
EBI3	10148	0.3677305471477834
GPR84	53831	0.3667981910992544
CAVIN2	8436	0.3661339119201523
LPAR5	57121	0.3657675460092151
ARRB2	409	0.36510348957656014
FPR1	2357	0.36503830477796084
NPTX1	4884	0.3645127301451838
USP53	54532	0.36391283445195377
RGS18	64407	0.36389789240785486
DOCK11	139818	0.362626184362429
GLRX	2745	0.3625120064413818
RSPO3	84870	0.36164715844241746
ID4	3400	0.36138358700833706
TLR3	7098	0.3601485763174508
SLC7A7	9056	0.35984364596034046
HCK	3055	0.35980423370110337
SOWAHA	134548	0.3596909241609856
HIF3A	64344	0.35968451471579144
PTPN6	5777	0.3594429007053801
CSTA	1475	0.3592635275732179
VCAN	1462	0.358982492874774
KLHL6	89857	0.3581532763175621
VSIR	64115	0.35656880778152233
CFAP299	255119	0.35636678426071366
GPC4	2239	0.3552061937998583
RAC2	5880	0.3527544123193467
FGFRL1	53834	0.35267811162368323
SYNC	81493	0.3522444332216974
PLTP	5360	0.35121135980114193
LPAR4	2846	0.351148999254979
GMNN	51053	0.35096250053900846
KISS1R	84634	0.34990803282454674
CNN3	1266	0.347756304099633
CPNE6	9362	0.3465136046192816
ARHGAP15	55843	0.3461004790189466
FCGRT	2217	0.34581326175669913
SGK1	6446	0.34493914740231624
LYN	4067	0.34390336744711014
CDC42EP4	23580	0.3434184146183714
LIMK2	3985	0.34340482532962513
MECOM	2122	0.34212825715779216
LILRA2	11027	0.34207115740540317
LHFPL2	10184	0.34202086399451215
PRAM1	84106	0.3419830512573161
RYR3	6263	0.3419012662060741
EFEMP1	2202	0.3418208109434451
PLEC	5339	0.34175482659908685
PRELP	5549	0.3414718986617653
MAFB	9935	0.3413044012520965
SOX9	6662	0.34109845717386555
NFIL3	4783	0.34073146968512535
RAMP1	10267	0.3404398125210619
SYTL5	94122	0.3390274628618659
CARD6	84674	0.3385002712598859
DACH2	117154	0.3377558727822625
RUNX3	864	0.33764175531627805
AGT	183	0.3371002681896629
PHEX	5251	0.3365208695495481
TNFAIP3	7128	0.33631282950643593
PIK3AP1	118788	0.3362902719065941
VAMP5	10791	0.3358508380256331
SOX7	83595	0.3340941474512791
WNT5A	7474	0.3333590089301248
CLEC7A	64581	0.33283461737194475
ASCL1	429	0.3320717113854661
SOAT1	6646	0.3320319193669157
TOMM34	10953	0.33198376390413387
ECM2	1842	0.3313025126053035
SLA	6503	0.3309036852354139
UCP2	7351	0.3303972546079641
RGS10	6001	0.3301003889260099
MRO	83876	0.3298485024732911
VIM	7431	0.32940997762711044
ANKRD37	353322	0.3289305037074395
CYFIP1	23191	0.3273377370185333
UNG	7374	0.3264617558975025
LAIR2	3904	0.3255468525576011
IL18	3606	0.32533286804124417
ICAM1	3383	0.3248679233969147
ACKR3	57007	0.32480678739412294
A2M	2	0.32469938794505904
OSBPL11	114885	0.3246352412871225
NAMPT	10135	0.3244798745070838
CLU	1191	0.3239871686228213
BAIAP3	8938	0.3239227085980705
LMO2	4005	0.32350092528984575
PLSCR1	5359	0.32320242987089465
STEAP3	55240	0.32288016605814196
KLF4	9314	0.3225810737699435
TRIM47	91107	0.3221225485623096
F3	2152	0.32162036645931824
CDA	978	0.32158573471096563
KCNN2	3781	0.32051305460966084
PPP1R13L	10848	0.3198910665886072
MNDA	4332	0.31959320200404573
SLC43A3	29015	0.3192107946764815
CD93	22918	0.3191528766375056
PLEK	5341	0.3190487913865847
SAMD11	148398	0.3181520234166695
PMP2	5375	0.31776063108400354
FOSB	2354	0.3166988875336827
FGF5	2250	0.31661641608156277
SORBS1	10580	0.3165919001005273
SLC25A18	83733	0.3157540370521046
PLCE1	51196	0.3144212136387501
SMIM3	85027	0.31400680168334905
PKP2	5318	0.3132610470103385
ICAM5	7087	0.3132237610638855
ABI1	10006	0.3129417900163851
GADD45A	1647	0.3125823459875008
HLA-F	3134	0.31227198041555626
CAV2	858	0.3120656383080562
TRIL	9865	0.31165068438813837
NRROS	375387	0.31063421309766337
TRAF3IP2	10758	0.3103554663519761
CLSTN2	64084	0.3097486634635267
WFS1	7466	0.3091691389061424
MEGF11	84465	0.3086351199866555
ZFP36L2	678	0.30808155133937376
MCL1	4170	0.30787406398839146
UNC93B1	81622	0.30705444426270523
CD109	135228	0.3067137944248608
FERMT3	83706	0.3062437457867957
MAP3K8	1326	0.3059047227437488
BTG1	694	0.3059006608538857
PECAM1	5175	0.3055782695410403
COLEC12	81035	0.3054570875365572
DRAM1	55332	0.3050643051637354
SMTN	6525	0.304882567148129
ST6GAL1	6480	0.3048149653954404
MZT2A	653784	0.30455894760535074
ADH1B	125	0.30359721773805326
TSPO	706	0.3029362295898892
SLC1A5	6510	0.30270959931362995
WDR49	151790	0.30173227377360456
BCAR3	8412	0.30165086921164885
METTL7A	25840	0.30062802418544
PLD4	122618	0.30030412852565735
RPS6KA1	6195	0.3000651962557668
IFNGR1	3459	0.29958749268437845
APLN	8862	0.29902027311212587
SLC24A3	57419	0.29812563669271874
PTTG1IP	754	0.2977731539586106
SERPINB1	1992	0.29721561703329735
NINJ1	4814	0.2972009045721329
LY75	4065	0.2970303454701577
CLDN5	7122	0.2966868078340159
H1-2	3006	0.2944796680957138
IER3	8870	0.29417175478638136
KIT	3815	0.2939200579143506
HSPBAP1	79663	0.29362207911153426
SPI1	6688	0.29356065728006797
LIPG	9388	0.29234025407624076
C1orf87	127795	0.2917752984195481
FIBIN	387758	0.2913391292714289
TFEC	22797	0.2913281341960803
COL4A1	1282	0.29122558274325305
PELI1	57162	0.29116487552650705
PSRC1	84722	0.2911463356032491
CHGB	1114	0.290558025574601
ABHD15	116236	0.2902898004367249
ANXA3	306	0.29006686291851214
CXCL5	6374	0.2898939715651978
BGN	633	0.28971442560710425
CYP4F11	57834	0.289702806222353
MLKL	197259	0.28899083930662117
LPAR6	10161	0.2887410234873298
CACNG8	59283	0.28852346271712204
LY6H	4062	0.28767857860210544
LONRF3	79836	0.2875728021645618
TESC	54997	0.287521314337325
CRB1	23418	0.2875141325686097
NIPSNAP3A	25934	0.28751095432048057
SSR3	6747	0.28733885028298856
CCL20	6364	0.2864867106157196
GGT5	2687	0.2857625033172253
HHEX	3087	0.28537759266638796
CXCL2	2920	0.28529016478517866
UAP1L1	91373	0.2843675202589018
PPP1R3C	5507	0.2841767224003844
PXDC1	221749	0.2838120954711054
PRDM1	639	0.28285267362582367
TAGLN2	8407	0.2826929539532479
NAGS	162417	0.2826073723329996
IL12RB2	3595	0.28248813773483716
NRP2	8828	0.28155955269363275
PDLIM1	9124	0.2813929786991003
KBTBD11	9920	0.28136228181779543
CLEC2B	9976	0.2811323922407696
FGF2	2247	0.28056551591268963
ITGAL	3683	0.28044109877940215
CXCL10	3627	0.28038481461416964
PTH2R	5746	0.28038229235091716
TMEM156	80008	0.2801027983176878
ITGA5	3678	0.279370618291618
DBI	1622	0.2789792788736216
APBB1IP	54518	0.2782794455949684
ANG	283	0.27776027592008035
HSPD1	3329	0.27704182306771363
SEMA4B	10509	0.2768877535794303
TGFB1I1	7041	0.2768857973300949
CAV1	857	0.2764255153162445
SHC1	6464	0.276150275931065
ARRDC4	91947	0.2759068611560016
DOCK2	1794	0.2748272884923444
LDLR	3949	0.2743608372235711
ZFAND6	54469	0.2743350174255612
G0S2	50486	0.2742723871733683
ARHGAP25	9938	0.27412696375171874
PRRX1	5396	0.27394577391085706
SSPN	8082	0.27363166387995186
KLF2	10365	0.27324583305187566
ZNF880	400713	0.27250270336109583
TOB1	10140	0.2724931774208734
SLC30A1	7779	0.2722524988595776
ZNF516	9658	0.2717328505425076
INPP5D	3635	0.2717084991586365
FAM118A	55007	0.2716630161598994
RAB34	83871	0.27138158039192106
S100B	6285	0.2713222851470727
ESAM	90952	0.27127726981553835
COL27A1	85301	0.2707091404482771
PTAFR	5724	0.2706830128632651
SCARA3	51435	0.27020169495127
EYA2	2139	0.26993809498240884
ALOX5	240	0.26939030741391434
PXN	5829	0.2689763954586102
DCDC1	341019	0.2686141016157184
GABRQ	55879	0.2685806663608079
BTNL9	153579	0.26809388142177504
FGFR1	2260	0.2680379352896516
SPHK1	8877	0.2668951311361165
RGS20	8601	0.26677139917068393
SNRPN	6638	0.2665646362230838
DCC	1630	0.26639504302898365
NRP1	8829	0.2659052206362915
ZNF83	55769	0.26583970344281793
BST2	684	0.26574396178995574
RBIS	401466	0.26569390421005723
RANBP3L	202151	0.2655933160809707
SIGLEC9	27180	0.2654221021062644
ARHGAP9	64333	0.26496824615917447
DDB2	1643	0.2649668033634591
CD58	965	0.2647650518704574
CRTAP	10491	0.2646820232269418
FAM181B	220382	0.26445749098910554
MFSD2A	84879	0.2643834965161229
ITGAX	3687	0.2642203338490483
COL5A3	50509	0.26393315498584213
MICALL2	79778	0.26376663347531926
IQCA1	79781	0.2632041996171939
IL1RL1	9173	0.26294816580945923
RARRES1	5918	0.2629056011666333
KDM6B	23135	0.26289237152082157
SERPINI2	5276	0.26276759314278975
FAHD2A	51011	0.2627562605356384
BTK	695	0.26274942241265853
CEMIP2	23670	0.26264881013145747
SOHLH2	54937	0.2624985391062413
SCNN1G	6340	0.2624911196047488
DUSP4	1846	0.26244673269940444
GIMAP4	55303	0.262400430222991
PLEKHF2	79666	0.262172801543616
TRIP10	9322	0.26203953364661947
LAMB2	3913	0.2620107272779677
DNAH9	1770	0.2619357406580356
PODXL	5420	0.2618934338767591
RBMS2	5939	0.26158084898223466
CDH5	1003	0.26145253318482453
LMNTD1	160492	0.26134717842336297
SGPP2	130367	0.26123172742504686
CARD9	64170	0.2612299673993532
MAP3K5	4217	0.26112414316889776
MYO1F	4542	0.2608895948272516
ROM1	6094	0.260753035467447
MFAP5	8076	0.2602019938811382
SOX18	54345	0.2600980277490379
RNF135	84282	0.2599668786592626
IRF7	3665	0.25965229801772693
SPAG1	6674	0.25962455715888444
TEP1	7011	0.2595548856861356
DNAJB1	3337	0.25953332582239064
ENTPD1	953	0.2595151399158233
MFHAS1	9258	0.2594541629684066
PARD3	56288	0.259344063972359
FREM2	341640	0.2591990313289041
PLA1A	51365	0.2583429512425681
CHSY1	22856	0.25832675049937137
FMNL3	91010	0.25780509780551686
NCKAP1L	3071	0.25766837354187233
RCSD1	92241	0.2576138491298545
PLEKHO1	51177	0.2573735783211375
BMPR1B	658	0.25735135429241307
FCRLB	127943	0.2572689879890899
CST9	128822	0.25726699789860774
NMB	4828	0.25673471377997004
RIN3	79890	0.2565672686369407
B2M	567	0.2565323129561712
ADRB2	154	0.2562314886348136
MARCHF3	115123	0.25613949380265266
PUS1	80324	0.25588185347700554
OSCAR	126014	0.2558394743744845
ZNF423	23090	0.2545293402274549
FAM181A	90050	0.25448213492361926
RASIP1	54922	0.25435646752816377
LCP2	3937	0.254229293608331
CFAP70	118491	0.25359356269748234
IGFBP3	3486	0.25333876594903915
KCNIP2	30819	0.2533223167517331
MFNG	4242	0.25332096547282035
APOE	348	0.25330461774217117
C1RL	51279	0.25303403336164987
MR1	3140	0.2529771952964954
MERTK	10461	0.25272759734265016
SOD2	6648	0.25271538502761803
CASP6	839	0.2525443289354654
ASAP3	55616	0.2523133034316962
C16orf89	146556	0.2522141730735261
TDO2	6999	0.2512192044149506
LILRA4	23547	0.25108823244039025
DOK3	79930	0.2491385723311863
TAL1	6886	0.2487588881604741
SERTAD1	29950	0.24866042675543376
IFNLR1	163702	0.24783287131242604
MYD88	4615	0.24752118693629166
ABRACL	58527	0.2474677850919984
STAB1	23166	0.2471511560073103
TMEM204	79652	0.24698367305287405
SLC12A7	10723	0.246660988410893
PRKD3	23683	0.24645467368764118
MOB1B	92597	0.2462560718759308
ARHGAP30	257106	0.24614766532055077
CREG2	200407	0.24604278965189774
RHPN2	85415	0.24572427559247068
SUSD3	203328	0.2450375627874508
KCTD4	386618	0.24482677992286872
NXT1	29107	0.24443644532122866
LPCAT2	54947	0.24415113002662103
DENND4C	55667	0.244064018435576
ENG	2022	0.2440157567817529
ENC1	8507	0.24391473546649944
RUBCNL	80183	0.24365841322315607
FOLR2	2350	0.24355793105824697
ERBIN	55914	0.24354822856611902
TAF1C	9013	0.24296876101471954
SLC47A2	146802	0.24263394963230267
CRLF1	9244	0.24262900360554251
TCF7L1	83439	0.24226964044564925
OR10H3	26532	0.2420906630330517
MRVI1	10335	0.24195143110315698
GRAMD2B	65983	0.2416905269612224
MLC1	23209	0.24151349357922047
PAMR1	25891	0.24107727253219569
SLC52A3	113278	0.2409613839315523
SPR	6697	0.24095025901702227
SP100	6672	0.240907994845446
TGFBR1	7046	0.24062884180573096
LRR1	122769	0.24061611635394264
EMILIN1	11117	0.24055166438955222
CCDC28A	25901	0.24040523181976559
LATS2	26524	0.24029112364180305
IRS2	8660	0.24012332129525316
IMPA2	3613	0.24003289467950628
CLRN3	119467	0.23969981017555897
DOCK8	81704	0.2388520923955748
ABI3	51225	0.2386452332980591
GASK1B	51313	0.2386157877167463
TMEM243	79161	0.23850880655189632
TNFRSF10D	8793	0.23841642287734244
IL17RC	84818	0.23836706374647587
GPR39	2863	0.2378625908305727
NUAK2	81788	0.23785814691722695
NTSR2	23620	0.2376695026529969
DDR2	4921	0.2376116000151507
ALDH1L1	10840	0.23749758859823178
PARP9	83666	0.2362607139923809
TIPARP	25976	0.23589411185633713
NPY2R	4887	0.2358594409768071
CDC42EP5	148170	0.2354374335987255
MKNK2	2872	0.23481561888419744
MUC1	4582	0.23424593249196812
RND2	8153	0.23415505897971212
BAZ1A	11177	0.23406320018374993
CD84	8832	0.2339819155245655
SLC35F2	54733	0.23351781576073138
TMPRSS5	80975	0.23343402257607382
RAP2B	5912	0.23338707977181805
IL17D	53342	0.23325781885102792
KYNU	8942	0.23306629989638727
SLC1A3	6507	0.23298813060510426
ATP8B4	79895	0.23294696911464596
CNIH2	254263	0.23293409885280614
STX11	8676	0.23257556476796415
SIGLEC7	27036	0.2321124183014831
ERMAP	114625	0.23207122047988538
TMEM54	113452	0.23198554947227246
GALNT18	374378	0.23181676595577327
SLC1A7	6512	0.23149198161951823
ITGB5	3693	0.23138058782382442
TNFSF4	7292	0.23132503542892557
ATXN7L2	127002	0.23119218483233128
ARMH1	339541	0.23095526500615948
SERTAD3	29946	0.23078068959986542
LOXL3	84695	0.23058228097021294
AKR7A2	8574	0.23053184030809426
SLC6A12	6539	0.23052784076300625
RFTN1	23180	0.23044368229007084
C1orf54	79630	0.23043514317334735
CCNQ	92002	0.2303665073032164
NR4A1	3164	0.23025481694929129
TSPAN11	441631	0.23019459918989282
ACVRL1	94	0.2301779525696177
RNF182	221687	0.23006196980994398
DBF4	10926	0.22971697172572192
CFAP47	286464	0.22966765386099075
CCDC32	90416	0.22933719403418085
GJA4	2701	0.22920533593402093
APOBEC3C	27350	0.22916698657867673
PLAT	5327	0.22861086373652606
HSCB	150274	0.2284695579719731
NDUFA4L2	56901	0.2284382917558947
FOXD1	2297	0.2284312023871955
TPST1	8460	0.22837839244768876
SLAMF8	56833	0.2282587747049707
HAP1	9001	0.22807963674444132
H2BC4	8347	0.22805928925586727
PAPLN	89932	0.22784613178694846
TRPS1	7227	0.22700567042038067
CRYL1	51084	0.2268148054742598
TMEM35A	59353	0.22641663924386402
ATP1A2	477	0.2261758232476696
GCNA	93953	0.22606076664672203
RNASE3	6037	0.2260533316062081
ATF3	467	0.22576644008603886
DGKG	1608	0.22563013341805238
CDK2AP1	8099	0.22560669494319896
NEK6	10783	0.225594018637036
NPTX2	4885	0.2255476396140459
DDX17	10521	0.22551519853809587
RSPH1	89765	0.22546394471400522
IL15RA	3601	0.22544223821379195
ULBP2	80328	0.22518385263300988
IER2	9592	0.22512350501251754
NLRC5	84166	0.22494241739930976
EVA1C	59271	0.22493875408255226
ADAP2	55803	0.2249237697078761
BOC	91653	0.22457363125303198
DNASE1L1	1774	0.22437812724582296
PTGER4	5734	0.2241265912884054
GNA15	2769	0.22396981842175867
OR1E1	8387	0.22384612915873703
RYR1	6261	0.22366594907467086
APPL2	55198	0.22359285443238175
IRX3	79191	0.22342361884159967
MTTP	4547	0.22328122890479785
VASP	7408	0.22312506178568903
